Dish Name,Ingredients,Price,Calories,Category
Creamy Chicken Biryani,"cashew, flour, saffron, tomato, nuts, rose water",263.66,29,Combo
Lemon Paneer Tikka,"rose water, onion, lentils",191.62,6,Main Course
Methi Ras Malai,"garlic, capsicum, potato, mushroom",653.3,32,Combo
Lemon Palak Paneer,"yogurt, saffron, butter, soy sauce, cauliflower, prawn",413.46,17,Beverage
Dal Onion Bhaji,"capsicum, prawn, onion, butter, mushroom, sugar",646.61,32,Beverage
Creamy Veg Thali,"flour, prawn, soy sauce",230.01,35,Dessert
Special Gajar Halwa,"onion, garlic, capsicum",483.27,16,Dessert
Veg Fresh Lime Water,"tomato, mushroom, okra, soy sauce, cashew",353.46,18,Combo
Mutton Palak Paneer,"prawn, fish, soy sauce",300.11,35,Starter
Prawn Butter Chicken,"capsicum, onion, prawn, mutton",419.94,50,Bread
Malai Aloo Gobi,"nuts, spices, onion, fish, cream",182.79,34,Bread
Lemon Garlic Naan,"soy sauce, onion, tomato, mushroom",97.84,35,Dessert
Paneer Fresh Lime Water,"mango, prawn, cauliflower",468.79,34,Veg
Gulab Egg Curry,"lentils, rice, rose water, mutton, lemon",141.82,41,Veg
Shahi Jeera Rice,"fish, egg, noodles, cauliflower, cashew, soy sauce, potato",371.9,48,Main Course
Special Butter Chicken,"mango, chicken, noodles",334.92,31,Main Course
Kadai Paneer Tikka,"spices, cream, spinach",553.21,50,Veg
Butter Chicken Biryani,"milk, tomato, cream, yogurt, mango, soy sauce",321.12,24,Non-Veg
Chole Dal Makhani,"rose water, tomato, nuts",263.08,21,Main Course
Mango Ras Malai,"mango, paneer, noodles",602.91,48,Veg
Chicken Gajar Halwa,"onion, mutton, flour, capsicum",122.01,24,Beverage
Paneer Jeera Rice,"ginger, paneer, nuts, tomato, lemon",385.1,20,Starter
Fish Veg Samosa,"milk, saffron, mutton, egg",261.6,25,Non-Veg
Palak Hara Bhara Kebab,"garlic, saffron, mango, ginger, onion",620.1,45,Dessert
Gobi Egg Curry,"okra, egg, mushroom, milk, nuts, onion, mutton",145.97,48,Veg
Butter Veg Thali,"capsicum, sugar, rose water, milk, okra, potato, yogurt",206.73,36,Non-Veg
Ras Papdi Chaat,"garlic, noodles, chicken, lemon, prawn, mushroom",433.34,12,Combo
Special Dal Makhani,"cauliflower, okra, cashew, noodles",341.64,27,Starter
Garlic Egg Curry,"egg, capsicum, cauliflower, rose water, mango",475.18,22,Starter
Fish Malai Kofta,"prawn, sugar, cauliflower, cream",692.47,34,Main Course
Jeera Veg Thali,"rose water, sugar, lemon, ginger",234.31,22,Beverage
Fish Paneer Tikka,"butter, cream, spices, lentils",533.09,41,Veg
Gulab Malai Kofta,"rice, rose water, yogurt, fish, milk, prawn, cream",395.44,47,Combo
Shahi Onion Bhaji,"spices, capsicum, milk, spinach",262.32,19,Veg
Gobi Butter Naan,"lentils, lemon, paneer, spinach",277.38,27,Veg
Aloo Chole Bhature,"milk, okra, paneer, cauliflower, mushroom",123.93,12,Bread
Tandoori Gajar Halwa,"potato, chicken, lentils, cashew, cauliflower, egg, okra",648.08,32,Non-Veg
Methi Chole Bhature,"capsicum, prawn, tomato",159.29,24,Combo
Methi Kadai Paneer,"onion, mango, capsicum, saffron, cashew, ginger, soy sauce",686.76,14,Non-Veg
Paneer Veg Samosa,"spinach, cauliflower, nuts, rose water, rice, capsicum, sugar",191.42,10,Non-Veg
Shahi Jeera Rice,"egg, capsicum, tomato, soy sauce",641.08,5,Main Course
Spicy Cold Coffee,"cream, onion, mango, butter, potato, okra, paneer",313.02,25,Veg
Veg Hara Bhara Kebab,"milk, saffron, rice, mushroom, garlic, rose water",279.07,48,Bread
Creamy Paneer Tikka,"mutton, prawn, capsicum, egg, lentils, soy sauce, butter",127.44,19,Main Course
Mango Veg Thali,"nuts, ginger, okra, chicken",601.88,13,Veg
Butter Gulab Jamun,"mutton, spices, paneer, mushroom, sugar",601.67,45,Dessert
Classic Chicken Korma,"egg, garlic, tomato, cashew",656.88,37,Non-Veg
Hara Bhara Prawn Masala,"soy sauce, egg, nuts, tomato, mango, onion, spinach",453.07,6,Non-Veg
Lemon Chole Bhature,"mushroom, lemon, rice, okra, tomato, spinach, fish",508.79,50,Veg
Methi Egg Curry,"mutton, nuts, lentils, cauliflower",470.95,7,Non-Veg
Butter Kadai Paneer,"tomato, paneer, lentils, mutton, ginger",362.68,22,Main Course
Jeera Kadai Paneer,"saffron, paneer, noodles",485.58,22,Beverage
Paneer Palak Paneer,"lemon, garlic, mango, cashew, tomato, ginger",622.24,20,Main Course
Chicken Gulab Jamun,"egg, mutton, potato, rice, garlic, sugar, fish",415.97,9,Combo
Fish Aloo Gobi,"sugar, egg, garlic, flour, chicken, ginger, mushroom",442.89,29,Dessert
Shahi Ras Malai,"potato, rice, fish, ginger, mutton, nuts",246.54,25,Main Course
Hara Bhara Paneer Butter Masala,"tomato, yogurt, fish, soy sauce",629.18,31,Non-Veg
Malai Veg Thali,"paneer, chicken, rose water, cashew",607.33,42,Beverage
Hara Bhara Aloo Gobi,"ginger, flour, rose water, onion, okra",376.53,26,Dessert
Hara Bhara Gajar Halwa,"onion, fish, flour, okra, spices, milk, yogurt",595.95,10,Dessert
Fish Prawn Masala,"prawn, mango, cream, onion, potato, sugar, cauliflower",239.39,41,Beverage
Veg Cheese Corn Balls,"okra, paneer, cauliflower, butter, prawn",611.52,7,Dessert
Hara Bhara Gajar Halwa,"flour, lentils, garlic, egg, prawn, spinach",99.58,5,Main Course
Mango Cheese Corn Balls,"prawn, paneer, garlic, nuts",680.93,11,Combo
Masala Dal Makhani,"egg, fish, cauliflower, mango, potato, prawn",173.55,42,Non-Veg
Fish Egg Curry,"milk, butter, mushroom, lemon, garlic, rice",107.71,21,Veg
Gulab Aloo Gobi,"soy sauce, paneer, egg, capsicum, flour, noodles, okra",101.66,33,Starter
Veg Egg Curry,"mushroom, soy sauce, capsicum, mutton, spinach, rose water, cashew",88.22,14,Starter
Cheese Corn Prawn Masala,"yogurt, saffron, lentils",489.59,17,Bread
Paneer Prawn Masala,"rose water, fish, capsicum, garlic",350.2,47,Beverage
Methi Garlic Naan,"mutton, onion, milk, mango",421.05,12,Bread
Gulab Gulab Jamun,"mushroom, rose water, milk, sugar, nuts",231.08,28,Main Course
Butter Cold Coffee,"tomato, butter, lemon",102.6,27,Veg
Methi Ras Malai,"tomato, prawn, yogurt",294.98,33,Non-Veg
Masala Ras Malai,"tomato, prawn, spinach, ginger, nuts",402.62,20,Non-Veg
Spicy Cold Coffee,"capsicum, soy sauce, okra, mushroom, lemon",508.21,22,Combo
Aloo Mango Lassi,"cream, potato, lentils, lemon",619.59,40,Bread
Classic Aloo Gobi,"chicken, mushroom, cauliflower, mutton, lentils, rose water, ginger",536.85,33,Beverage
Paneer Jeera Rice,"ginger, rice, cauliflower",153.84,16,Non-Veg
Creamy Ras Malai,"onion, lemon, garlic, butter, mango, yogurt",677.82,25,Combo
Special Egg Curry,"okra, milk, capsicum, chicken",622.36,17,Beverage
Lemon Garlic Naan,"noodles, nuts, ginger, yogurt, lentils, prawn, onion",375.67,16,Beverage
Mango Aloo Gobi,"lentils, egg, potato, rose water, mango, prawn, milk",137.02,42,Combo
Palak Paneer Tikka,"fish, capsicum, ginger, prawn",151.19,16,Veg
Palak Dal Makhani,"mango, noodles, milk, lentils, lemon, tomato, okra",476.08,14,Starter
Prawn Butter Chicken,"mushroom, fish, milk, spinach, cauliflower, flour",457.51,13,Dessert
Cheese Corn Kheer,"fish, rose water, yogurt",144.77,45,Main Course
Mango Chicken Tikka Masala,"fish, yogurt, mutton, lemon, milk, mango",488.51,26,Beverage
Shahi Prawn Masala,"mushroom, paneer, nuts, onion, ginger, potato, garlic",258.8,30,Dessert
Mango Butter Chicken,"egg, cream, yogurt",225.22,27,Main Course
Methi Ras Malai,"noodles, mushroom, soy sauce",411.98,37,Bread
Butter Prawn Masala,"rose water, nuts, egg, potato, fish, onion, butter",407.92,36,Non-Veg
Lemon Mango Lassi,"rice, tomato, chicken, lemon, mushroom",104.69,36,Combo
Hara Bhara Butter Naan,"rice, paneer, lentils, tomato",503.53,45,Starter
Chicken Butter Chicken,"capsicum, ginger, prawn, spinach",161.98,44,Non-Veg
Chole Chole Bhature,"cauliflower, prawn, mutton, tomato, lentils, mushroom, sugar",163.71,24,Dessert
Aloo Egg Curry,"cauliflower, potato, chicken, lentils, egg, mango, lemon",230.95,15,Non-Veg
Gulab Kadai Paneer,"cashew, sugar, mushroom, spices, flour",477.05,21,Starter
Mutton Chicken Korma,"tomato, cashew, sugar, cream, chicken",91.7,18,Dessert
Chicken Gulab Jamun,"rose water, noodles, lentils, chicken, nuts",117.97,13,Dessert
Mutton Kadai Paneer,"ginger, prawn, paneer",365.84,41,Combo
Ras Butter Naan,"rose water, chicken, nuts",579.35,32,Main Course
Gulab Palak Paneer,"egg, onion, cream, sugar, mango, mushroom",433.53,17,Veg
Masala Kadai Paneer,"okra, prawn, lemon, capsicum",553.68,30,Combo
Special Paneer Tikka,"saffron, cream, ginger, tomato, egg",614.0,18,Dessert
Malai Garlic Naan,"butter, mushroom, mango, yogurt, prawn, soy sauce",210.5,10,Veg
Prawn Paneer Tikka,"lemon, spinach, garlic",290.58,27,Combo
Creamy Prawn Masala,"mutton, mango, mushroom, noodles, rice",603.1,15,Veg
Butter Ras Malai,"butter, chicken, lemon, rice, cream, ginger",417.91,32,Starter
Tandoori Onion Bhaji,"onion, chicken, cream, saffron, potato, okra, prawn",540.52,18,Starter
Fish Chicken Biryani,"garlic, milk, soy sauce",88.71,46,Veg
Aloo Paneer Tikka,"mango, paneer, cream, spinach, onion, tomato, milk",167.26,41,Starter
Ras Veg Samosa,"garlic, soy sauce, rose water, nuts, ginger, yogurt, fish",429.87,31,Main Course
Chole Mango Lassi,"fish, egg, butter, lemon",573.4,5,Beverage
Dal Veg Samosa,"mango, sugar, cauliflower, noodles, rice",182.46,36,Veg
Kadai Ras Malai,"fish, chicken, cauliflower, mutton, cashew",225.35,38,Bread
Paneer Fresh Lime Water,"prawn, rose water, paneer, noodles",536.59,31,Beverage
Dal Cheese Corn Balls,"onion, cashew, yogurt, prawn, nuts, fish, tomato",395.95,11,Main Course
Fish Aloo Gobi,"mushroom, lentils, garlic",244.97,31,Starter
Chole Kadai Paneer,"chicken, milk, prawn, lemon, yogurt, cashew, ginger",272.77,38,Beverage
Butter Cold Coffee,"prawn, rice, egg, paneer",570.64,39,Bread
Dal Egg Curry,"egg, fish, mushroom, lentils, mutton, flour, ginger",544.39,8,Dessert
Methi Egg Curry,"flour, onion, fish, potato, garlic",275.11,35,Beverage
Gulab Chicken Biryani,"cauliflower, potato, rose water, chicken, yogurt, prawn, lemon",539.6,39,Beverage
Veg Chicken Korma,"cream, noodles, nuts",96.81,13,Combo
Shahi Hara Bhara Kebab,"lentils, rice, onion, mushroom, mutton, sugar",673.7,12,Bread
Shahi Mango Lassi,"rice, mushroom, tomato, garlic",440.79,44,Bread
Prawn Veg Thali,"tomato, lentils, lemon, cream, spices, butter, noodles",349.33,22,Starter
Masala Ras Malai,"saffron, tomato, okra, egg, mango, sugar",555.59,37,Non-Veg
Fish Prawn Masala,"yogurt, milk, ginger, rice, mushroom, rose water",512.14,33,Beverage
Shahi Egg Curry,"milk, nuts, prawn, cashew, yogurt, garlic",678.58,29,Dessert
Spicy Hara Bhara Kebab,"cauliflower, capsicum, butter, spinach",613.68,6,Dessert
Chole Butter Chicken,"butter, lentils, soy sauce, cashew, saffron, garlic",432.28,13,Dessert
Garlic Butter Naan,"tomato, flour, rose water",117.36,13,Main Course
Veg Gulab Jamun,"spinach, sugar, noodles, rice",283.37,7,Starter
Gobi Mango Lassi,"lentils, onion, saffron",338.09,44,Main Course
Spicy Palak Paneer,"tomato, ginger, mutton, cauliflower, egg",496.59,50,Veg
Masala Jeera Rice,"spices, tomato, cauliflower, saffron, rice, rose water",603.94,24,Non-Veg
Chicken Onion Bhaji,"ginger, cream, nuts, lemon, tomato, rose water",236.29,49,Dessert
Chicken Paneer Tikka,"mango, saffron, prawn, cauliflower, onion, sugar, capsicum",254.39,39,Non-Veg
Gobi Paneer Tikka,"lentils, noodles, spinach, rose water, mango, tomato, cream",239.85,35,Beverage
Malai Butter Naan,"cashew, prawn, egg, ginger",684.09,16,Starter
Gobi Egg Curry,"ginger, cauliflower, flour, spices, mutton",480.49,42,Beverage
Paneer Ras Malai,"noodles, sugar, yogurt, rice, rose water, soy sauce",336.89,12,Beverage
Paneer Paneer Butter Masala,"chicken, prawn, paneer, okra, soy sauce, rice",211.87,19,Starter
Shahi Mutton Rogan Josh,"paneer, egg, rice, onion, garlic",619.17,29,Beverage
Shahi Prawn Masala,"onion, lentils, fish, egg, butter",208.89,48,Combo
Garlic Chicken Biryani,"lemon, onion, yogurt, mutton, prawn, paneer",600.99,15,Starter
Lemon Fish Amritsari,"ginger, flour, egg, butter, mushroom, capsicum",158.87,14,Starter
Creamy Garlic Naan,"mushroom, cashew, spinach, sugar, cauliflower, noodles",611.5,18,Veg
Fish Aloo Gobi,"rice, cauliflower, spinach, mango, garlic",593.45,47,Combo
Aloo Chicken Tikka Masala,"flour, noodles, butter",140.65,16,Bread
Shahi Cold Coffee,"cauliflower, cream, onion",570.44,49,Non-Veg
Malai Malai Kofta,"onion, capsicum, lentils",142.8,7,Beverage
Garlic Paneer Tikka,"ginger, butter, mango, cashew",668.95,29,Main Course
Prawn Garlic Naan,"ginger, butter, flour, fish, rice",684.67,9,Dessert
Creamy Malai Kofta,"rice, paneer, yogurt, rose water, egg",650.16,16,Dessert
Mutton Jeera Rice,"sugar, prawn, cauliflower, lemon",392.87,44,Combo
Lemon Paneer Tikka,"spinach, prawn, chicken, rose water",280.02,46,Main Course
Mutton Gulab Jamun,"butter, cauliflower, noodles, prawn, rose water",214.1,35,Dessert
Chicken Chicken Biryani,"cauliflower, egg, cashew, spinach, garlic, prawn",253.74,48,Bread
Mango Palak Paneer,"fish, soy sauce, tomato, rice, noodles, rose water, okra",100.45,47,Beverage
Tandoori Onion Bhaji,"mango, capsicum, milk, chicken, prawn",207.31,48,Combo
Methi Gajar Halwa,"onion, soy sauce, garlic, potato, saffron",348.6,12,Veg
Ras Veg Samosa,"ginger, potato, flour, nuts, sugar",682.1,33,Bread
Dal Cheese Corn Balls,"mutton, flour, onion, ginger, egg, fish, tomato",380.25,13,Dessert
Masala Veg Thali,"saffron, butter, cashew, mango, chicken",475.25,44,Non-Veg
Malai Paneer Butter Masala,"lemon, rose water, ginger, rice",391.66,44,Combo
Palak Papdi Chaat,"mutton, spinach, sugar, yogurt, fish, lentils",494.96,42,Non-Veg
Special Paneer Butter Masala,"sugar, capsicum, lentils, chicken, lemon, butter",641.32,38,Beverage
Chicken Fresh Lime Water,"noodles, milk, paneer",646.32,10,Dessert
Gulab Papdi Chaat,"potato, butter, ginger, noodles",352.62,47,Veg
Masala Gulab Jamun,"mango, cashew, flour, garlic, spinach, tomato, rice",376.38,25,Combo
Dal Aloo Gobi,"mango, fish, noodles",143.82,5,Combo
Gobi Palak Paneer,"capsicum, mushroom, yogurt, cashew, butter, garlic",421.29,27,Bread
Cheese Corn Paneer Butter Masala,"spices, spinach, mushroom, paneer, saffron, milk, fish",273.5,46,Bread
Jeera Fish Amritsari,"flour, paneer, lentils, cauliflower",604.8,10,Bread
Hara Bhara Prawn Masala,"saffron, mutton, capsicum, okra",289.92,25,Non-Veg
Fish Jeera Rice,"cashew, capsicum, cauliflower, spinach",538.42,18,Non-Veg
Creamy Papdi Chaat,"chicken, saffron, nuts, sugar",660.6,12,Starter
Paneer Dal Makhani,"chicken, soy sauce, mutton",104.77,38,Dessert
Masala Jeera Rice,"okra, paneer, saffron, soy sauce, cream",325.45,43,Veg
Mango Fish Amritsari,"chicken, fish, noodles, onion, garlic, soy sauce",419.47,39,Beverage
Jeera Jeera Rice,"paneer, noodles, mushroom",661.78,26,Bread
Jeera Garlic Naan,"prawn, chicken, milk, butter, saffron",357.13,31,Beverage
Cheese Corn Veg Thali,"mango, milk, potato, chicken, cashew",173.21,23,Combo
Classic Fresh Lime Water,"flour, soy sauce, garlic, lentils, mango",159.09,27,Non-Veg
Butter Butter Chicken,"onion, lemon, potato, butter, yogurt, cashew, chicken",160.16,45,Main Course
Special Veg Samosa,"onion, rose water, okra, sugar, noodles",307.69,38,Bread
Gulab Chicken Tikka Masala,"ginger, lentils, lemon, sugar",348.96,11,Bread
Prawn Gulab Jamun,"nuts, saffron, butter, spices, capsicum, potato",554.08,31,Beverage
Fish Cold Coffee,"spices, nuts, garlic, flour",511.17,16,Combo
Jeera Palak Paneer,"soy sauce, noodles, egg",485.12,22,Veg
Methi Chicken Biryani,"rice, onion, spinach, potato, yogurt, saffron",389.45,34,Veg
Garlic Kadai Paneer,"milk, rice, mango, spices, capsicum, egg",244.17,18,Beverage
Veg Gulab Jamun,"egg, garlic, flour",303.06,12,Starter
Aloo Veg Thali,"sugar, ginger, prawn, noodles, mango",657.35,45,Non-Veg
Veg Mango Lassi,"paneer, sugar, rose water, cashew, okra, lemon",267.81,15,Dessert
Shahi Dal Makhani,"okra, mango, paneer, soy sauce, cashew",546.88,43,Non-Veg
Palak Hara Bhara Kebab,"lemon, mango, cauliflower, mushroom, rose water, rice, spices",645.66,44,Veg
Gulab Gulab Jamun,"mutton, garlic, cauliflower, lemon",231.46,38,Main Course
Mango Chicken Tikka Masala,"paneer, prawn, milk, onion, chicken, rose water",549.15,9,Veg
Ras Mutton Rogan Josh,"saffron, fish, cashew, spices",515.12,46,Bread
Fish Fresh Lime Water,"noodles, lemon, soy sauce, okra",339.96,43,Main Course
Fish Paneer Tikka,"potato, noodles, okra, capsicum, nuts",694.03,50,Bread
Lemon Veg Thali,"spinach, saffron, sugar, garlic, mushroom",570.79,26,Starter
Jeera Mutton Rogan Josh,"spices, cauliflower, rice, chicken, spinach",616.7,48,Starter
Garlic Palak Paneer,"cauliflower, egg, cashew",639.57,13,Starter
Masala Kadai Paneer,"ginger, cashew, potato, sugar, onion",399.02,44,Beverage
Chole Veg Thali,"cauliflower, tomato, cream, mushroom, nuts, saffron, butter",298.05,39,Starter
Lemon Palak Paneer,"lemon, mutton, rose water, rice, milk",607.49,43,Main Course
Gulab Malai Kofta,"nuts, rice, spinach, lentils, onion, prawn, rose water",80.98,10,Dessert
Fish Chicken Tikka Masala,"cashew, mango, garlic",287.24,12,Starter
Gulab Butter Naan,"rice, cashew, spices, yogurt, sugar, mutton, noodles",652.57,29,Combo
Mango Veg Thali,"prawn, butter, milk, noodles, cauliflower",285.35,18,Starter
Special Butter Naan,"sugar, noodles, rice",135.42,44,Non-Veg
Gulab Butter Naan,"flour, saffron, cream, yogurt, spices",190.28,22,Starter
Paneer Prawn Masala,"flour, fish, tomato, prawn, lentils",156.97,28,Dessert
Chole Gajar Halwa,"lemon, butter, spinach",116.16,8,Starter
Methi Jeera Rice,"butter, saffron, cauliflower, soy sauce, garlic, sugar, mushroom",650.77,14,Dessert
Mango Cheese Corn Balls,"fish, cashew, mushroom",155.64,47,Starter
Dal Mutton Rogan Josh,"milk, lentils, okra, potato",619.43,10,Dessert
Shahi Garlic Naan,"rice, soy sauce, chicken, butter, cauliflower, spinach",409.82,32,Starter
Chicken Dal Makhani,"spinach, rose water, saffron, capsicum, cashew",498.94,7,Veg
Kadai Veg Thali,"capsicum, butter, fish, tomato, spinach, paneer",459.53,43,Non-Veg
Butter Cold Coffee,"onion, rice, ginger",104.22,12,Starter
Prawn Papdi Chaat,"yogurt, chicken, rose water, lentils, prawn, mango",412.29,33,Main Course
Mango Gulab Jamun,"noodles, nuts, chicken, cashew",442.03,8,Bread
Gobi Mango Lassi,"lentils, onion, saffron",338.09,44,Main Course
Palak Veg Samosa,"saffron, mushroom, spices, noodles, paneer, chicken",89.3,14,Dessert
Gulab Aloo Gobi,"rice, butter, mango, mutton, onion, garlic",297.12,5,Bread
Veg Cold Coffee,"yogurt, butter, nuts, fish, cream, prawn, cauliflower",414.56,18,Dessert
Palak Mango Lassi,"okra, noodles, cream, onion",596.8,35,Non-Veg
Palak Jeera Rice,"lentils, rose water, spices, onion, lemon, noodles",146.34,50,Combo
Classic Papdi Chaat,"tomato, egg, flour, sugar, rose water",269.01,27,Non-Veg
Ras Chicken Korma,"paneer, cauliflower, saffron, mango, flour",444.84,25,Dessert
Ras Chicken Biryani,"garlic, potato, egg, cashew, lemon, sugar",663.4,36,Main Course
Methi Malai Kofta,"cream, tomato, ginger",686.65,35,Starter
Lemon Ras Malai,"rose water, mutton, flour, tomato, paneer",312.14,10,Bread
Paneer Mutton Rogan Josh,"mutton, butter, fish",247.23,28,Beverage
Aloo Paneer Tikka,"noodles, tomato, chicken, mushroom, paneer",109.84,20,Veg
Dal Paneer Tikka,"lentils, lemon, ginger, fish, butter, yogurt",84.11,15,Beverage
Gulab Chicken Tikka Masala,"capsicum, mutton, okra, onion, rice",603.13,31,Veg
Kadai Prawn Masala,"spinach, milk, onion, flour, chicken, okra",517.64,42,Main Course
Spicy Malai Kofta,"soy sauce, butter, spices, milk",280.15,8,Combo
Special Papdi Chaat,"prawn, lemon, cauliflower, mutton, cashew",600.36,12,Non-Veg
Fish Cold Coffee,"fish, tomato, garlic",453.92,9,Veg
Gobi Papdi Chaat,"flour, rice, noodles, cauliflower, sugar, mutton, spices",253.18,44,Starter
Cheese Corn Onion Bhaji,"yogurt, fish, okra, garlic",280.1,37,Veg
Dal Kheer,"tomato, noodles, rice, yogurt, okra, lentils",493.72,37,Combo
Masala Kadai Paneer,"mushroom, capsicum, fish, okra",192.7,9,Main Course
Palak Jeera Rice,"chicken, nuts, fish",329.57,44,Combo
Kadai Butter Naan,"okra, capsicum, nuts, noodles, cream, egg, soy sauce",81.04,34,Dessert
Veg Hara Bhara Kebab,"okra, tomato, sugar, fish, onion, noodles, lemon",364.47,30,Beverage
Jeera Chicken Tikka Masala,"butter, noodles, milk, rose water, cream",551.51,17,Starter
Aloo Gulab Jamun,"ginger, mushroom, soy sauce, fish, chicken",583.02,40,Main Course
Butter Fish Amritsari,"egg, noodles, fish, soy sauce, lemon, milk, cauliflower",254.42,39,Main Course
Garlic Fresh Lime Water,"noodles, spinach, paneer, spices, lemon, cashew",140.58,50,Dessert
Jeera Chicken Biryani,"noodles, nuts, milk, saffron, cauliflower",138.83,8,Starter
Chicken Cold Coffee,"lemon, butter, spices",565.78,30,Dessert
Cheese Corn Fresh Lime Water,"fish, cream, ginger, capsicum, flour",494.84,28,Veg
Garlic Aloo Gobi,"mushroom, chicken, spinach, butter, cauliflower, lemon",275.23,49,Veg
Butter Hara Bhara Kebab,"okra, onion, rose water, cashew, mushroom, lemon, paneer",672.64,38,Dessert
Palak Hara Bhara Kebab,"milk, rice, mango, chicken, yogurt, lemon",305.54,50,Combo
Gulab Fish Amritsari,"cashew, mutton, cream, egg, noodles, fish, rice",330.81,16,Non-Veg
Hara Bhara Ras Malai,"paneer, tomato, rice, spices, rose water",567.66,21,Main Course
Butter Dal Makhani,"mutton, lentils, paneer, milk",630.67,45,Dessert
Jeera Palak Paneer,"spices, saffron, chicken, onion, paneer, rose water",515.62,5,Veg
Garlic Cold Coffee,"spices, mushroom, rice, capsicum, lentils",222.18,29,Dessert
Garlic Paneer Tikka,"capsicum, butter, rice, spices",624.25,5,Bread
Mango Chicken Biryani,"fish, egg, mango, capsicum, okra",92.55,27,Beverage
Fish Hara Bhara Kebab,"cauliflower, chicken, nuts, capsicum, milk, yogurt, lemon",314.61,45,Non-Veg
Spicy Butter Naan,"rice, milk, mutton, saffron",249.53,33,Bread
Gulab Malai Kofta,"prawn, potato, egg, nuts, flour, cauliflower, sugar",260.69,24,Main Course
Spicy Hara Bhara Kebab,"paneer, milk, potato, fish, mango",254.3,26,Dessert
Palak Hara Bhara Kebab,"fish, egg, flour, mushroom, lemon, saffron",537.63,27,Dessert
Kadai Cheese Corn Balls,"soy sauce, ginger, okra, fish, onion, flour",151.32,50,Main Course
Mutton Mango Lassi,"cream, lentils, paneer, tomato, egg",676.3,14,Dessert
Kadai Gulab Jamun,"egg, butter, tomato",235.36,14,Bread
Spicy Egg Curry,"spinach, cream, spices, lemon, flour, cashew",105.76,11,Beverage
Methi Fish Amritsari,"flour, spices, cashew",676.35,29,Veg
Palak Mutton Rogan Josh,"rice, capsicum, soy sauce, chicken, milk",341.56,38,Non-Veg
Hara Bhara Butter Naan,"spinach, chicken, cauliflower, okra, spices, milk",625.46,21,Dessert
Malai Hara Bhara Kebab,"spinach, mango, fish, cauliflower, ginger",246.31,32,Starter
Paneer Malai Kofta,"mango, onion, garlic",358.35,32,Combo
Lemon Paneer Butter Masala,"soy sauce, fish, mutton, spinach, nuts, prawn, tomato",397.91,49,Dessert
Paneer Kadai Paneer,"sugar, cream, egg, soy sauce, butter, rose water",432.06,19,Dessert
Lemon Ras Malai,"paneer, cream, yogurt, rice",86.03,33,Starter
Jeera Garlic Naan,"cauliflower, ginger, spinach",465.6,28,Combo
Masala Onion Bhaji,"onion, potato, flour, spinach",332.67,48,Combo
Aloo Mango Lassi,"soy sauce, cream, milk, spices",594.23,12,Starter
Chole Chicken Biryani,"sugar, onion, chicken, okra",401.97,44,Starter
Veg Chole Bhature,"capsicum, egg, spices, sugar",436.51,40,Dessert
Paneer Onion Bhaji,"capsicum, garlic, rice, cream, sugar",343.26,23,Bread
Special Veg Samosa,"flour, rose water, spices, cashew, saffron",294.06,11,Non-Veg
Garlic Veg Samosa,"egg, sugar, soy sauce",682.33,40,Dessert
Veg Butter Chicken,"tomato, cashew, butter, sugar",505.51,49,Non-Veg
Fish Papdi Chaat,"nuts, cauliflower, tomato, cream",90.14,13,Bread
Prawn Palak Paneer,"fish, butter, garlic",224.59,9,Bread
Chicken Chicken Korma,"nuts, egg, noodles, potato, cashew, capsicum",664.37,16,Bread
Paneer Malai Kofta,"sugar, prawn, egg",392.13,40,Bread
Masala Chicken Korma,"ginger, mushroom, paneer, mutton",92.85,15,Dessert
Lemon Egg Curry,"saffron, chicken, yogurt, soy sauce, ginger",143.5,17,Beverage
Paneer Prawn Masala,"fish, egg, yogurt, cauliflower, spinach, spices",358.15,12,Veg
Aloo Cheese Corn Balls,"egg, spinach, saffron, mushroom",118.3,7,Veg
Garlic Onion Bhaji,"paneer, spices, spinach",80.78,32,Starter
Jeera Prawn Masala,"nuts, mushroom, capsicum, flour, ginger",383.73,35,Bread
Mutton Malai Kofta,"noodles, flour, garlic, lentils, saffron, rice",83.88,33,Combo
Spicy Prawn Masala,"noodles, sugar, egg, nuts",455.81,41,Starter
Palak Mango Lassi,"spices, onion, mango, prawn, rice, potato, milk",503.41,22,Non-Veg
Veg Dal Makhani,"milk, mutton, cream, lemon",108.49,39,Combo
Masala Paneer Butter Masala,"tomato, butter, fish, soy sauce, cauliflower",328.3,49,Veg
Chole Chicken Tikka Masala,"yogurt, soy sauce, chicken, saffron, nuts, spinach, fish",219.65,11,Non-Veg
Palak Chicken Tikka Masala,"spices, lentils, cream, nuts, rice, mango",589.2,45,Non-Veg
Malai Chicken Korma,"prawn, mango, noodles, nuts",514.28,8,Dessert
Prawn Egg Curry,"nuts, ginger, noodles",90.01,41,Beverage
Shahi Dal Makhani,"paneer, lemon, cashew, tomato, capsicum, garlic",363.23,40,Combo
Hara Bhara Gajar Halwa,"cream, rice, tomato, butter, flour, milk",452.27,38,Bread
Lemon Chicken Biryani,"tomato, mutton, egg",412.69,43,Bread
Special Mango Lassi,"chicken, ginger, egg",388.29,24,Bread
Hara Bhara Paneer Butter Masala,"saffron, prawn, cream, tomato, okra, potato",391.91,35,Starter
Spicy Gulab Jamun,"fish, nuts, garlic, prawn, mushroom, butter, mango",472.28,23,Starter
